SWAT
 0.16543078E+00   0.16601759E+00   0.16795555E+00   0.17047861E+00
   0.17299910E+00   0.17551456E+00   0.17804267E+00   0.22803830E+00
   0.37822390E+00   0.48423514E+00   0.51320630E+00   0.53921837E+00
   0.55150259E+00   0.56082678E+00   0.56287986E+00   0.54871047E+00
   0.51309806E+00   0.52060038E+00   0.61337930E+00   0.87014151E+00
   0.88213158E+00   0.88217473E+00   0.88223201E+00   0.88227862E+00
   0.20284182E+00   0.20702541E+00   0.18895829E+00   0.19756739E+00
   0.19489604E+00   0.19133529E+00   0.18872228E+00   0.18972495E+00
   0.22434804E+00   0.38162491E+00   0.45403150E+00   0.48929244E+00
   0.49050859E+00   0.47148123E+00   0.48534840E+00   0.51771414E+00
   0.56534290E+00   0.64803845E+00   0.69842368E+00   0.87019038E+00
   0.88213885E+00   0.99999982E+00   0.88227201E+00   0.99999994E+00
   0.35025853E+00   0.35200649E+00   0.35160038E+00   0.35246280E+00
   0.35589364E+00   0.35455626E+00   0.35310179E+00   0.35210437E+00
   0.35330951E+00   0.30749300E+00   0.44208133E+00   0.53010070E+00
   0.53150481E+00   0.52656591E+00   0.52841783E+00   0.54802889E+00
   0.56941998E+00   0.59879100E+00   0.63034296E+00   0.87016946E+00
   0.88215810E+00   0.88223696E+00   0.88232774E+00   0.88241708E+00
   0.23038103E+00   0.26834232E+00   0.24704760E+00   0.20522542E+00
   0.21009184E+00   0.19837303E+00   0.19741878E+00   0.20414926E+00
   0.24584644E+00   0.47140631E+00   0.53956050E+00   0.56487250E+00
   0.57521486E+00   0.58126217E+00   0.58519709E+00   0.59018236E+00
   0.59403187E+00   0.58628225E+00   0.60967135E+00   0.87018448E+00
   0.88219017E+00   0.88227355E+00   0.88237208E+00   0.88247579E+00
   0.16544484E+00   0.19135198E+00   0.35034168E+00   0.23213191E+00
   0.35018930E+00   0.24128368E+00   0.35126504E+00   0.33276078E+00
   0.38692766E+00   0.44008380E+00   0.48680797E+00   0.53602880E+00
   0.57395327E+00   0.60157335E+00   0.59741390E+00   0.58812714E+00
   0.61045808E+00   0.64246118E+00   0.96798897E+00   0.99999994E+00
   0.88219774E+00   0.88226759E+00   0.88236189E+00   0.88247091E+00
   0.16542718E+00   0.16603050E+00   0.23565613E+00   0.17060657E+00
   0.26608017E+00   0.17584071E+00   0.33029625E+00   0.19517238E+00
   0.36997503E+00   0.37734196E+00   0.38666824E+00   0.39805716E+00
   0.40977186E+00   0.45526645E+00   0.49419233E+00   0.51745844E+00
   0.53491294E+00   0.56115597E+00   0.60729331E+00   0.87022573E+00
   0.88222504E+00   0.88230640E+00   0.88240212E+00   0.88249540E+00
   0.16542305E+00   0.16601110E+00   0.16797209E+00   0.17047867E+00
   0.17306381E+00   0.17553703E+00   0.17843710E+00   0.21610862E+00
   0.38529587E+00   0.39445609E+00   0.39547497E+00   0.40502033E+00
   0.43113115E+00   0.45733964E+00   0.48910016E+00   0.51487935E+00
   0.56022906E+00   0.60536194E+00   0.66046500E+00   0.87029660E+00
   0.88228095E+00   0.88237500E+00   0.88247758E+00   0.88256532E+00
   0.16541851E+00   0.16600576E+00   0.16794771E+00   0.17046995E+00
   0.17299518E+00   0.17552480E+00   0.17806084E+00   0.19735487E+00
   0.38825831E+00   0.39885974E+00   0.40585953E+00   0.42444083E+00
   0.43361965E+00   0.43740061E+00   0.44553858E+00   0.46237198E+00
   0.49140909E+00   0.50505048E+00   0.55687708E+00   0.87032586E+00
   0.88233370E+00   0.88243639E+00   0.88254184E+00   0.88262230E+00
   0.16541566E+00   0.16600280E+00   0.16794351E+00   0.17046401E+00
   0.17298591E+00   0.17551084E+00   0.17804074E+00   0.30000207E+00
   0.39664009E+00   0.40161693E+00   0.44446775E+00   0.47045168E+00
   0.47854415E+00   0.47022712E+00   0.47140479E+00   0.48378366E+00
   0.49313253E+00   0.48373589E+00   0.48474714E+00   0.86972445E+00
   0.88239640E+00   0.88246149E+00   0.88250065E+00   0.88252771E+00
   0.16541491E+00   0.16600172E+00   0.16794202E+00   0.17046192E+00
   0.17298199E+00   0.17550315E+00   0.17802489E+00   0.18458551E+00
   0.20351306E+00   0.23444223E+00   0.28231663E+00   0.40309200E+00
   0.44935414E+00   0.46427217E+00   0.45008594E+00   0.44222414E+00
   0.47719854E+00   0.55602324E+00   0.63641614E+00   0.86802661E+00
   0.88148761E+00   0.88242084E+00   0.88247317E+00   0.88250649E+00
   0.16541477E+00   0.16600105E+00   0.16794172E+00   0.17045906E+00
   0.17297742E+00   0.17549536E+00   0.17801526E+00   0.20597333E+00
   0.39008179E+00   0.44445124E+00   0.42399132E+00   0.40681756E+00
   0.41521370E+00   0.43895698E+00   0.43811420E+00   0.41782758E+00
   0.42049542E+00   0.50674838E+00   0.60223651E+00   0.86706227E+00
   0.88081568E+00   0.88210595E+00   0.88241571E+00   0.88245046E+00
   0.16540700E+00   0.16599396E+00   0.16793504E+00   0.17045268E+00
   0.17296973E+00   0.17548597E+00   0.17800380E+00   0.18460058E+00
   0.29561701E+00   0.39946213E+00   0.48243651E+00   0.50949103E+00
   0.52582026E+00   0.51316255E+00   0.49269417E+00   0.50148422E+00
   0.54560846E+00   0.58952689E+00   0.65600324E+00   0.86704719E+00
   0.88044894E+00   0.88150865E+00   0.88224858E+00   0.88237113E+00
   0.16539694E+00   0.16598362E+00   0.16792330E+00   0.17044231E+00
   0.17311402E+00   0.18109243E+00   0.23104084E+00   0.31191370E+00
   0.35351455E+00   0.38228288E+00   0.40046367E+00   0.42615181E+00
   0.43308809E+00   0.42215341E+00   0.39298841E+00   0.37312987E+00
   0.36063200E+00   0.36276186E+00   0.38314840E+00   0.86746186E+00
   0.88060713E+00   0.88140327E+00   0.88196081E+00   0.88233793E+00
   0.16539495E+00   0.16598172E+00   0.16792227E+00   0.17044036E+00
   0.17295952E+00   0.17563000E+00   0.22695042E+00   0.35208133E+00
   0.38316220E+00   0.39852536E+00   0.42815420E+00   0.44935632E+00
   0.46673834E+00   0.47403368E+00   0.47252092E+00   0.47199276E+00
   0.47334412E+00   0.42088753E+00   0.41564581E+00   0.86754245E+00
   0.88056409E+00   0.88127029E+00   0.88176608E+00   0.88220263E+00
   0.16539474E+00   0.16598107E+00   0.16792178E+00   0.17044151E+00
   0.17296138E+00   0.17548296E+00   0.17800198E+00   0.18476784E+00
   0.19443756E+00   0.20532800E+00   0.23131527E+00   0.29075512E+00
   0.39315867E+00   0.41069615E+00   0.43044528E+00   0.42256775E+00
   0.42251363E+00   0.47091320E+00   0.55682713E+00   0.86714613E+00
   0.88037890E+00   0.88120985E+00   0.88183033E+00   0.88230389E+00
   0.16539443E+00   0.16598080E+00   0.16792107E+00   0.17044234E+00
   0.17296618E+00   0.17551301E+00   0.30706015E+00   0.37767074E+00
   0.39009926E+00   0.41145301E+00   0.42422298E+00   0.44580713E+00
   0.44810772E+00   0.42960981E+00   0.41578904E+00   0.37880015E+00
   0.39411068E+00   0.42772210E+00   0.53163272E+00   0.86696684E+00
   0.88038194E+00   0.88128960E+00   0.88197935E+00   0.88236374E+00
   0.16539206E+00   0.16597761E+00   0.16791743E+00   0.17043552E+00
   0.17295596E+00   0.17548855E+00   0.26455942E+00   0.36390400E+00
   0.37367171E+00   0.39678755E+00   0.42849299E+00   0.46246409E+00
   0.43592370E+00   0.39970878E+00   0.40038803E+00   0.43121552E+00
   0.48018456E+00   0.54702252E+00   0.62876606E+00   0.86748713E+00
   0.88063663E+00   0.88151360E+00   0.88235486E+00   0.88240069E+00
   0.16538541E+00   0.16597128E+00   0.16792272E+00   0.20269911E+00
   0.26888612E+00   0.31741780E+00   0.28276706E+00   0.25657353E+00
